_source,job_title,job_level,job_dimension,skills_filtered,job_skills,salary_min,salary_max,salary_mid
Legal,Mental Health Counselor,Mid senior,Mental Health Counseling,"['mental health counseling', 'therapist network', 'work from home', 'video chat', 'solutionbased approach', 'therapist portal', 'professional evaluations', 'treatment planning', 'communication', 'sympathetic nature', 'computer literacy', 'weekly direct deposit', '90k104k per year', 'healthcare stipend']","Mental health counseling, Therapist network, Work from home, Make your own schedule, Video chat, Solutionbased approach, Online tools and resources, Therapist portal, Master's degree in Social Work Psychology Marriage and Family Therapy or Mental Health Counseling, Independent license (LMFT LPCC LCSW), Professional evaluations, Treatment planning, Interpersonal skills, Sympathetic nature, Computer literacy, Weekly direct deposit, $90k$104k per year, Healthcare stipend",104000.0,104000.0,104000.0
Legal,"Mental Health Counselor (LICSW, LPC, LMFT)",Mid senior,Mental Health Counseling,"['mental health counseling', 'teletherapy', 'scheduling', 'client matching', 'cell phone', 'computer', 'reliable internet connection', '90k104k per year', 'weekly direct deposit']","Mental Health Counseling, Teletherapy, Scheduling, Client Matching, Minimum Administrative Tasks, Cell Phone, Computer, Master's Degree (Marriage and Family Therapy Social Work Psychology or Mental Health Counseling), License (LMFT LPC or LICSW) in West Virginia, Reliable Internet Connection, $90k$104k per year, Weekly Direct Deposit, Monthly Stipend for Medical/Dental/Vision Benefits (fulltime)",104000.0,104000.0,104000.0
Legal,Licensed SUD/MH Counselor (FT),Mid senior,Crisis & Trauma Work,"['assessment', 'counseling', 'crisis intervention', 'discharge planning', 'group facilitation', 'individual counseling', 'treatment planning', 'written and verbal communication', 'computer literacy', 'chemical dependency', 'human services', 'professional', 'fulltime', 'health savings account', 'retirement plan']","Assessment, Counseling, Crisis intervention, Discharge planning, Group facilitation, Individual counseling, Psychobiosocial assessment, Treatment planning, Written and verbal communication, Computer literacy, Chemical Dependency, Communitybased resources, Human services, Insurance benefits, Bachelor's degree, Professional experience, LSW or LPC, LCDC certification, Fulltime, $42000.00  $50000.00 per year, Dental Insurance, Employee discount, Health insurance, Health savings account, Life insurance, Paid time off, Retirement plan, Vision insurance, 8hour shift, Evening shift, Monday to Friday, No weekends, One location",50000.0,50000.0,50000.0
Legal,"Camp Counselor, Alpha - $60,000/year USD",Associate,Collaboration,"['early childhood education', 'elementary education', 'child development', 'workshops', 'mentoring', 'life', 'resilience', 'problem solving', 'collaboration', 'motivation', 'curiosity', 'associates degree']","Early Childhood Education, Elementary Education, Reading Education, Child Development, K2 Learning, Adaptive Learning, Workshops, Mentoring, StudentLed Learning, Interactive Learning, HandsOn Learning, Individualized Learning, Academic Goals, Life Skills, Resilience, ProblemSolving, Collaboration, Motivation, Curiosity, RealWorld Applications, Associate's Degree, 1 Year of Experience, CDA, Montessori, Reggio Emilia",60000.0,60000.0,60000.0
Legal,Mental Health Counselor,Mid senior,Mental Health Counseling,"['psychotherapy', 'social work', 'mental health', 'behavioral health', 'group therapy', 'crisis intervention', 'discharge planning', 'care coordination', 'case management', 'documentation', 'cultural sensitivity', 'diversity awareness', 'client advocacy', 'treatment planning', 'progress reports', 'professional development', 'continuing education', 'lcsw', 'lpc', 'lmft', 'collaborative work environment']","Psychotherapy, Social Work, Mental Health, Behavioral Health, Group Therapy, Crisis Intervention, Discharge Planning, Care Coordination, Case Management, Documentation, Cultural Sensitivity, Diversity Awareness, Client Advocacy, Treatment Planning, Progress Reports, Professional Development, Continuing Education, CEU Support, LCSW, LPC, LMFT, Masters Degree in Social Work, Robust Employee Assistance Program, NoCost Clinical Supervision, Collaborative Work Environment, Annual Salary Rage $90000$100000, Comprehensive Health Coverage, Financial Security",100000.0,100000.0,100000.0
Legal,Mental Health Counselor,Mid senior,Mental Health Counseling,"['group facilitation', 'individual therapy', 'family therapy', 'cultural sensitivity', 'psychosocial assessments', 'treatment plans', 'documentation', 'progress reports', 'care coordination', 'professional development', 'lcsw', 'lcmhc', 'lmft', 'employee assistance program', 'continued education and ceu support', 'clinical supervision']","Group facilitation, Individual therapy, Family therapy, Cultural sensitivity, Psychosocial assessments, Treatment plans, Documentation, Progress reports, Discharge Aftercare Plan, Care coordination, Professional development, Sensitivity to diverse age groups, Patient rights, LCSW, LCMHC, LMFT, Masters Degree in Social Work, Employee Assistance Program, Continued Education and CEU Support, Clinical Supervision, Collaborative Community, Annual Salary Range $90000$100000, Health Coverage, Financial Security",100000.0,100000.0,100000.0
Legal,Remote Mental Health Counselor,Mid senior,Social Work & Psychology,"['mental health counseling', 'solutionbased treatment modalities', 'individualized treatment plans', 'client progress monitoring', 'remote work', 'unlimited referrals', 'minimal paperwork', 'counselor portal', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'monthly healthcare stipend for fulltime counselors']","Mental health counseling, Solutionbased treatment modalities, Individualized treatment plans, Client progress monitoring, Coping mechanisms development, Scheduling flexibility, Remote work, Client caseload personalization, Unlimited referrals, Minimal paperwork, Counselor portal, Master's degree in social work marriage and family therapy mental health counseling or psychology, Current state license by the state board (LMFT LMHC Psychologist Licensed Psychoanalyst LCSW LCSWR), Ability to practice independently without supervision, Exceptional interpersonal skills, Sympathetic nature, Computer literacy, $90k$104k per year depending on hours worked, Monthly healthcare stipend for fulltime counselors",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Social Work & Psychology,"['mental health counseling', 'solutionbased treatment modalities', 'healthy coping mechanisms', 'flexible hours', 'remote work', 'personalized caseload', 'unlimited referrals', 'minimal paperwork', 'counselor portal', 'licensed marriage and family therapist lmft', 'licensed mental health counselor lmhc', 'psychologist', 'licensed clinical social worker lcsw', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'signon bonus', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend for fulltime counselors']","Mental health counseling, Solutionbased treatment modalities, Individual treatment plans, Client insights, Healthy coping mechanisms, Flexible hours, Remote work, Personalized caseload, Unlimited referrals, Minimal paperwork, Counselor portal, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Current state license, Licensed Marriage and Family Therapist (LMFT), Licensed Mental Health Counselor (LMHC), Psychologist, Licensed Psychoanalyst, Licensed Clinical Social Worker (LCSW), Licensed Clinical Social Worker  R Privilege (LCSWR), Ability to practice independently without supervision, No disciplinary actions on the license, Exceptional interpersonal skills, Sympathetic nature, Computer literacy, Signon bonus, Weekly direct deposit, $90k$104k per year, Monthly healthcare stipend for fulltime counselors",104000.0,104000.0,104000.0
Legal,"Camp Counselor, Alpha - $60,000/year USD",Associate,Collaboration,"['early childhood education', 'elementary education', 'child development', 'proactive', 'problem solving', 'collaboration', 'communication', 'critical thinking', 'leadership', 'adaptability', 'attention to detail', 'patience', 'empathy']","Early Childhood Education, Elementary Education, Reading Education, Child Development, CDA Certification, Montessori Certification, Reggio Emilia Certification, Soft Skills, Resilient, Grit, Motivational, Positive, Proactive, ProblemSolving, Collaboration, Communication, Critical Thinking, Leadership, Adaptability, Attention to Detail, Perseverance, Patience, Empathy, Fun, Energetic, Creative, Passionate, Committed",60000.0,60000.0,60000.0
Legal,Personal Injury Legal Assistant - to $85k,Mid senior,Organization,"['legal research', 'legal document preparation', 'legal document review', 'litigation', 'case management software', 'microsoft office', 'communication', 'detail oriented', 'organization', 'data entry', 'document management', 'legal terminology', 'court reporting', 'depositions', 'calendar management']","Legal research, Legal document preparation, Legal document review, Litigation experience, Case management software, Microsoft Office Suite, Communication skills, Detailoriented, Organization skills, Data entry, Document management, Legal terminology, Court reporting, Depositions, Calendar management",85000.0,85000.0,85000.0
Legal,Litigation Legal Assistant - Elite Regional Firm,Mid senior,Research & Writing,"['civil litigation', 'case preparation', 'drafting', 'records management']","Civil Litigation, Case Preparation, Drafting, Records Management, Exhibit Management, Fulltime Employment, $85000.00  $100000.00 Annual Salary",100000.0,100000.0,100000.0
Legal,Addiction Counselor / Therapist-IOP 2nd shift - Fee for Service – Earn up to $100k per year,Mid senior,Mental Health Counseling,"['addiction counseling', 'clinical supervision', 'social worker', 'therapist', 'counseling', 'behavioral health', 'recovery', 'lmsw', 'lgpc', 'lcpc', 'lcswc', 'licsw', 'lpc', 'lcadc', 'cacad', 'cscad']","Addiction Counselor, Temporary, IOP, Addiction Counseling, Clinical Supervision, Social Worker, Therapist, Counseling, Behavioral Health, Recovery, SUD Counselor, Psycho Psychosocial Assessment, LGADC, LMSW, LGSW, LGPC, LCPC, LCSWC, LICSW, LPC, LSATP, LCADC, ADT, CACAD, CACI, CACII, CSAC, CSCAD, Sobriety",100000.0,100000.0,100000.0
Legal,Senior Legal EA - Commercial Litigation - up to $100K,Mid senior,Attention to Detail,"['legal secretary', 'commercial litigation', 'practice management software', 'court documents', 'communication', 'attention to detail', 'calendar management', 'efiling', 'imanage', 'travel arrangements']","Legal Secretary, Commercial Litigation, Practice management software, Aderant/LEAP/Affinity, Court documents, Communication skills, Attention to detail, Highquality work, Calendar management, Inbox management, Court document preparation, Meetings management, Events management, Efiling, Archiving, Aderant Expert, iManage, Timesheets, Monthly billing, Expenses, Complex document formatting, Travel arrangements, Everyday administrative tasks",100000.0,100000.0,100000.0
Legal,Corporate Legal Secretary - paying up to $100K,Associate,MS Office,"['diary management', 'travel arrangements', 'administrative support', 'proactive', 'selfmotivated', 'microsoft office']","Legal Secretarial, Drafting Correspondence, Diary Management, Inbox Management, Client Reporting, Travel Arrangements, Administrative Support, Proactive, SelfMotivated, Microsoft Office Suite, Australian Citizenship or Residency",100000.0,100000.0,100000.0
Legal,Licensed Professional Counselor (LPC),Mid senior,Mental Health Counseling,"['licensed professional counselor lpc', 'social work', 'counseling', 'psychology', 'doctorate', 'remote work', 'fulltime', 'parttime', 'weekly direct deposit', 'healthcare stipend', 'minimal paperwork']","Licensed Professional Counselor (LPC), Social Work, Counseling, Psychology, Master's Degree, Doctorate, Remote Work, FullTime, PartTime, $90000$104000 Salary, Weekly Direct Deposit, Healthcare Stipend, Unlimited Free Referrals, Minimal Paperwork",104000.0,104000.0,104000.0
Legal,"Senior Credit Hire Litigation Solicitor/Fee Earner - Liverpool - Salary up to £50,000",Mid senior,Negotiation & Contracts,"['legal advice', 'negotiation', 'mediation', 'complex litigation', 'case management', 'communication', 'client management', 'solicitor', 'legal services', 'collaborative work environment']","Credit Hire Litigation, Legal Advice, Negotiation, Mediation, Complex Litigation, Case Management, Communication, Client Management, Solicitor, Fee Earner, Legal Services, PerformanceBased Bonus, Collaborative Work Environment",50000.0,50000.0,50000.0
Legal,Professional Counselor (LPC),Mid senior,Mental Health Counseling,"['licensed professional counselor', 'counseling', 'social work', 'psychology', 'marriage and family therapy', 'mental health treatment', 'cognitivebehavioral therapy', 'dialectical behavioral therapy', 'documentation', 'group therapy', 'individual therapy', 'treatment planning', 'progress monitoring', 'multidisciplinary team', 'clinical supervision', 'team player', 'strong clinical', 'continued education and ceu support']","Licensed Professional Counselor, Master's Degree, Counseling, Social Work, Psychology, Marriage and Family Therapy, Mental Health Treatment, Motivation Interviewing, CognitiveBehavioral Therapy, Dialectical Behavioral Therapy, Documentation, Group Therapy, Individual Therapy, Treatment Planning, Progress Monitoring, Multidisciplinary Team, Clinical Supervision, Team Player, Collaborative Attitude, Strong Clinical Skills, Annual Salary of $85000$100000, Comprehensive Medical Dental and Vision Coverage, Shortterm and LongTerm Disability and Life Insurance, 401k Program with up to a 5% Match, 4 weeks of paid time off per calendar year, Robust Employee Assistance Program, Continued Education and CEU support, Celebrating Success, Coaching for Growth, Fostering Innovation, Culture of Learning, Balancing Life and Work, Having Fun Together",100000.0,100000.0,100000.0
Legal,"Mental Health Counselor (LCSW, LPC, LMFT)",Mid senior,Social Work & Psychology,"['licensed marriage and family therapist lmft', 'licensed professional counselor lpc', 'licensed clinical social worker lcsw', 'telehealth', 'video chat', 'flexible scheduling', 'unlimited referrals', 'minimal paperwork', 'electronic health records', 'signon bonus', 'weekly direct deposit', 'monthly healthcare stipend']","Licensed Marriage and Family Therapist (LMFT), Licensed Professional Counselor (LPC), Licensed Clinical Social Worker (LCSW), Remote counseling, Telehealth, Video chat, Flexible scheduling, Unlimited referrals, Client preferences, Solutionbased sessions, Minimal paperwork, Electronic health records, Signon bonus, Annual salary: $90k$104k, Weekly direct deposit, Monthly healthcare stipend",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Social Work & Psychology,"['mental health counseling', 'video chat', 'solutionbased treatment modalities', 'individualized treatment plans', 'coping mechanisms', 'flexible hours', 'remote work', 'personalized caseload', 'unlimited referrals', 'minimal paperwork', 'counselor portal', 'licensed marriage and family therapist lmft', 'licensed clinical professional counselor lcpc', 'clinical psychologist', 'licensed clinical social worker lcsw', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'monthly healthcare stipend for fulltime counselors']","Mental health counseling, Video chat, Solutionbased treatment modalities, Individualized treatment plans, Coping mechanisms, Flexible hours, Remote work, Personalized caseload, Unlimited referrals, Minimal paperwork, Counselor portal, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Current state license by the state board, Licensed Marriage and Family Therapist (LMFT), Licensed Clinical Professional Counselor (LCPC), Clinical Psychologist, Licensed Clinical Social Worker (LCSW), Exceptional interpersonal skills, Sympathetic nature, Computer literacy, $90k$104k per year depending on hours worked, Monthly healthcare stipend for fulltime counselors",104000.0,104000.0,104000.0
Legal,Professional Counselor (LPC),Mid senior,Mental Health Counseling,"['licensed professional counselor lpc', 'social work', 'psychology', 'cognitivebehavioral therapy', 'dialectical behavioral therapy', 'documentation', 'group therapy', 'individual therapy', 'treatment planning', 'progress monitoring', 'collaborative', 'team player', 'continued education and ceu support', 'clinical supervision']","Licensed Professional Counselor (LPC), Master's Degree, Social Work, Psychology, Marriage & Family Therapy, Motivation Interviewing, CognitiveBehavioral Therapy, Dialectical Behavioral Therapy, Documentation, Group Therapy, Individual Therapy, Treatment Planning, Progress Monitoring, Collaborative, Team Player, Mental Health/Mood Disorders, Residential or Outpatient Settings, $85000$100000 Annual Salary, Comprehensive Medical Dental and Vision Coverage, ShortTerm and LongTerm Disability and Life Insurance, 401k Program with up to a 5% Match, 4 Weeks of Paid Time Off Per Calendar Year, Robust Employee Assistance Program, Continued Education and CEU Support, Clinical Supervision, Full Caseloads, Coaching for Growth, Fostering Innovation, Culture of Learning, Balancing Life and Work, Social Events",100000.0,100000.0,100000.0
Legal,Mental Health Counselors (Remote),Mid senior,Social Work & Psychology,"['therapist', 'mental health', 'social work', 'marriage and family therapy', 'mental health counseling', 'psychology', 'licensed marriage and family therapist lmft', 'licensed clinical social worker lcsw', 'licensed professional counselor lpc', 'communication', 'computer literacy', 'video chat', 'treatment planning', 'caseload management', 'client relationship management', 'progress monitoring', 'solutionbased treatment', 'remote work', 'flexible schedule', 'unlimited referrals', 'minimal paperwork', 'signon bonus', 'weekly direct deposit']","Therapist, Mental health, Social work, Marriage and Family Therapy, Mental health counseling, Psychology, Licensed Marriage and Family Therapist (LMFT), Licensed Clinical Social Worker (LCSW), Licensed Professional Counselor (LPC), Interpersonal skills, Computer literacy, Video chat, Treatment planning, Caseload management, Client relationship management, Progress monitoring, Ethical counseling, Solutionbased treatment, Remote work, Flexible schedule, Fulltime / Parttime, Supplemental income, Unlimited referrals, Minimal paperwork, Easytouse platform, Signon bonus, Weekly direct deposit, $90k$104k yearly salary, Monthly healthcare stipend (fulltime only), Quick onboarding (13 days)",104000.0,104000.0,104000.0
Legal,Licensed Professional Clinical Counselor (LPCC),Mid senior,Social Work & Psychology,"['online counseling', 'teletherapy', 'mental health counseling', 'flexible schedule', 'unlimited referrals', 'minimal paperwork', 'effective communication', 'strong interpersonal', 'sympathetic nature', 'computer literacy', 'signon bonus', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend for fulltime counselors']","Online Counseling, Teletherapy, Mental Health Counseling, Flexible Schedule, Additional Income, Counselor Dashboard, Unlimited Referrals, Minimal Paperwork, Reliable Clients, Quick Onboarding, Master's Degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, LPCC (Licensed Professional Clinical Counselor) license, Effective Communication, Strong Interpersonal Skills, Sympathetic Nature, Computer Literacy, Signon Bonus, Weekly Direct Deposit, $90k$104k per year, Monthly Healthcare Stipend for Fulltime Counselors",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Social Work & Psychology,"['mental health counseling', 'solutionbased treatment modalities', 'individualized treatment plans', 'clinical psychology', 'social work', 'marriage and family therapy', 'mental health counseling', 'lmft', 'lcpc', 'lcsw', 'independent practice', 'communication', 'sympathetic nature', 'computer literacy', 'flexible hours', 'remote work', 'personalized caseload', 'unlimited referrals', 'minimal paperwork', 'counselor portal', 'state license', 'no disciplinary actions', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend']","Mental Health Counseling, SolutionBased Treatment Modalities, Individualized Treatment Plans, Ethical and Compassionate Counseling, Videoconferencing, Clinical Psychology, Social Work, Marriage and Family Therapy, Mental Health Counseling, LMFT, LCPC, LCSW, Independent Practice, Interpersonal Skills, Sympathetic Nature, Computer Literacy, Flexible Hours, Remote Work, Personalized Caseload, Unlimited Referrals, Minimal Paperwork, Counselor Portal, Master's Degree or Higher, State License, No Disciplinary Actions, Weekly Direct Deposit, $90k$104k per year, Monthly Healthcare Stipend",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Mental Health Counseling,"['mental health counseling', 'solutionbased treatment modalities', 'treatment planning', 'client assessment', 'progress monitoring', 'remote work', 'flexible schedule', 'personalized caseload', 'unlimited referrals', 'minimal paperwork', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'signon bonus', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend for fulltime counselors']","Mental health counseling, Solutionbased treatment modalities, Treatment planning, Client assessment, Progress monitoring, Coping mechanisms development, Remote work, Flexible schedule, Personalized caseload, Unlimited referrals, Minimal paperwork, Allinone platform, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Current state license as LMFT LIMHP LMHP or Psychologist, Exceptional interpersonal skills, Sympathetic nature, Computer literacy, Signon bonus, Weekly direct deposit, $90k$104k per year, Monthly healthcare stipend for fulltime counselors",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Mental Health Counseling,"['mental health counseling', 'solutionbased treatment modalities', 'treatment planning', 'coping mechanisms', 'video chat', 'remote work', 'flexible hours', 'personalized caseload', 'minimal paperwork', 'counselor portal', 'licensed marriage and family therapist lmft', 'licensed mental health counselor lmhc', 'psychologist', 'licensed clinical social worker lcsw', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'signon bonus', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend for fulltime counselors']","Mental health counseling, Solutionbased treatment modalities, Treatment planning, Monitoring progress, Coping mechanisms, Video chat, Remote work, Flexible hours, Personalized caseload, Minimal paperwork, Counselor portal, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Current state license by the state board, Licensed Marriage and Family Therapist (LMFT), Licensed Mental Health Counselor (LMHC), Psychologist, Licensed Clinical Social Worker (LCSW), Independent practice without supervision, No disciplinary actions on the license, Exceptional interpersonal skills, Sympathetic nature, Computer literacy, Signon bonus, Weekly direct deposit, $90k$104k per year, Monthly healthcare stipend for fulltime counselors",104000.0,104000.0,104000.0
Legal,Mental Health Counselor (LPC LMFT LCSW),Mid senior,Social Work & Psychology,"['mental health counseling', 'remote work', 'client advocacy', 'solutionbased approach', 'clinical', 'private practice', 'therapy platform', 'social work', 'marriage and family therapy', 'mental health counseling', 'psychology', 'licensed marriage and family therapist lmft', 'licensed professional counselor lpc', 'licensed clinical social worker lcsw', 'strong interpersonal', 'sympathetic nature', 'computer literacy', 'signon bonus', 'weekly direct deposit', '90k104k annual salary']","Mental Health Counseling, Remote Work, Video Counseling, Client Advocacy, SolutionBased Approach, Clinical Experience, Stable Clients, Low Acuity, Private Practice, Therapy Platform, Live Sessions, Text Messaging, Social Work, Marriage and Family Therapy, Mental Health Counseling, Psychology, Licensed Marriage and Family Therapist (LMFT), Licensed Professional Counselor (LPC), Licensed Clinical Social Worker (LCSW), Strong Interpersonal Skills, Sympathetic Nature, Computer Literacy, SignOn Bonus, Weekly Direct Deposit, $90k$104k Annual Salary, Monthly Healthcare Stipend (FullTime)",104000.0,104000.0,104000.0
Legal,"Mental Health Counselor- Licensed In-Home, Youth ACT Program",Mid senior,Social Work & Psychology,"['social work', 'mental health counseling', 'psychology', 'marriage and family therapy', 'cultural competence', 'reliable transportation', 'computer literacy', 'electronic medical records', 'written and oral communication', 'mental health assessment', 'diagnosis', 'treatment planning', 'community living', 'progress notes', 'treatment plans', 'agency meetings', 'supervision', 'staff meetings', 'hippa', 'ethical guidelines', 'confidentiality', 'incident reporting', 'equal opportunity employer', 'eeo']","Social Work, Mental Health Counseling, Psychology, Marriage and Family Therapy, Cultural competence, Disadvantaged/minority populations, Communitybased programs, Urban and suburban setting, Valid NYS driver’s license, Reliable transportation, Computer literacy, Electronic Medical Records, Written and oral communication skills, Mental health assessment, Diagnosis, Treatment planning, Psychotherapy services, Individual family and group counseling, Social interpersonal selfcare and independent living skills, Crisis episode management, Child/family stabilization, Home and natural environment support, Functional gains, Community living, Collaboration with other treatment providers, Complete and submit required documentation, Progress notes, Treatment plans, Quality Improvement Process, Agency meetings, Inservice trainings, Supervision, Staff meetings, HIPPA, Ethical guidelines, Confidentiality, Child abuse identification and reporting, Incident reporting, Worker safety protocols, Competitive Salary Range  $60000  $65000 per year, 35 hour work week, Paid Time Off (PTO) –20 PTO Days (25 Days After Five Years of Employment), Paid Holidays (includes 2 flex holidays), Bereavement: Four Paid Days, Paid Jury Duty, Employer Paid Life Insurance, Medical Two Plan Options, Dental Two Plan Options, Vision Insurance, Wellness Program and Incentives, Health Savings Account (HSA) and Quarterly EmployerContributions, Healthcare Flexible Spending Account (FSA), Dependent Care FSA Retirement, Employee Referral Bonus, Qualifying Employer for Public Service Student Loan Forgiveness Program (PSLF), 403(b) Right Away and EmployerContributions After Two Years, Diversity Statement, Equal Opportunity Employer, EEO, Nondiscrimination in employment",65000.0,65000.0,65000.0
Legal,"Mental Health Counselor (LICSW, LPC, LMFT)",Mid senior,Social Work & Psychology,"['online therapy', 'telehealth', 'social work', 'marriage and family therapy', 'mental health counseling', 'psychology', 'lmft', 'lpc', 'licsw', 'solutionbased therapy', 'shortterm therapy', 'no disciplinary actions', '90k104k per year', 'weekly direct deposit']","Online therapy, Telehealth, Social Work, Marriage and Family Therapy, Mental Health Counseling, Psychology, LMFT, LPC, LICSW, Solutionbased therapy, Shortterm therapy, Stable patients, Low acuity, Master's degree, Full license, No disciplinary actions, No associates or interns, $90k$104k per year, Weekly direct deposit, Monthly stipend for medical/dental/vision benefits",104000.0,104000.0,104000.0
Legal,Remote Mental Health Counselor,Mid senior,Mental Health Counseling,"['mental health counseling', 'solutionbased treatment modalities', 'treatment planning', 'progress monitoring', 'coping mechanisms', 'remote work', 'flexible hours', 'personalized caseload', 'minimal paperwork', 'counselor portal', 'computer literacy', 'communication', 'sympathetic nature', '90k104k per year', 'monthly healthcare stipend', 'weekly direct deposit']","Mental health counseling, Solutionbased treatment modalities, Treatment planning, Client insights, Progress monitoring, Coping mechanisms, Remote work, Flexible hours, Personalized caseload, Minimal paperwork, Counselor portal, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Current state license by the state board, Computer literacy, Interpersonal skills, Sympathetic nature, $90k$104k per year, Monthly healthcare stipend, Weekly direct deposit",104000.0,104000.0,104000.0
Legal,Licensed Mental Health Counselor,Mid senior,Social Work & Psychology,"['counseling', 'mental health', 'psychotherapy', 'client assessment', 'treatment planning', 'caseload management', 'communication', 'computer literacy', 'strong interpersonal', 'remote work', 'video chat', 'social work', 'marriage and family therapy', 'mental health counseling', 'psychology', 'lcmft', 'lcpc', 'lcsw', 'psyd', 'independent licensure', 'stable wifi connection', '90k104k annual salary', 'health benefits', 'vision benefits', 'onboarding']","Counseling, Mental health, Psychotherapy, Client assessment, Treatment planning, Caseload management, Communication skills, Computer literacy, Strong interpersonal skills, Remote work, Video chat, Social Work, Marriage and Family Therapy, Mental Health Counseling, Psychology, LCMFT, LCPC, LCSW, PsyD, Independent licensure, Stable WiFi connection, $90k$104k annual salary, Insurance, Health benefits, Dental benefits, Vision benefits, Onboarding",104000.0,104000.0,104000.0
Legal,Mental Health Counselor,Mid senior,Social Work & Psychology,"['work from home', 'flexible schedule', 'signon bonus', 'mental health care', 'therapist network', 'video chat counseling', 'solutionbased approach', 'personalized caseload', 'minimal paperwork', 'unlimited referrals', 'therapist portal', 'exceptional interpersonal', 'sympathetic nature', 'computer literacy', 'weekly direct deposit', '90k104k per year', 'monthly healthcare stipend']","Work from home, Flexible schedule, Signon bonus, Mental health care, Therapist network, Video chat counseling, Solutionbased approach, Personalized caseload, Minimal paperwork, Unlimited referrals, Diverse therapist network, Therapist portal, Master's degree in Social Work Psychology Marriage and Family Therapy or Mental Health Counseling, Independent license (LMFT LPC Psychologist LCSW), Professional evaluations and recommendations, Exceptional interpersonal skills, Sympathetic nature, Computer literacy, Weekly direct deposit, $90k$104k per year, Monthly healthcare stipend",104000.0,104000.0,104000.0
Legal,"Mental Health Counselor (LCSW, LPC, LMFT)",Mid senior,Social Work & Psychology,"['online counseling', 'telehealth', 'remote work', 'video chat', 'flexible schedule', 'unlimited referrals', 'minimal paperwork', 'signon bonus', '90k104k annual salary', 'weekly direct deposit', 'monthly healthcare stipend']","Online counseling, Telehealth, Remote work, Video chat, Flexible schedule, Parttime or fulltime positions, Unlimited referrals, Client preference selection, Availability setting, Stable and lowacuity patients, Solutionbased sessions, Minimal paperwork, Automated reports, Signon bonus, $90k$104k annual salary, Weekly direct deposit, Monthly healthcare stipend, Master's degree in Social Work Marriage and Family Therapy Mental Health Counseling or Psychology, Full license as LMFT LPC or LCSW, No disciplinary actions on license, Cannot be an associate or intern",104000.0,104000.0,104000.0
Legal,MENTAL HEALTH COUNSELOR,Mid senior,Crisis & Trauma Work,"['licensed mental health counselor', 'psychology', 'social work', 'substance abuse', 'depression', 'anxiety', 'eating disorders', 'masters or doctoral degree', 'evidencebased treatment approaches', 'cultural competence', 'individual and group therapy', 'crisis intervention', 'interpersonal and communication', 'electronic health record ehr systems', 'computer applications', 'professional boundaries', 'ethical guidelines', 'confidentiality', 'multidisciplinary team collaboration', 'retirement savings plan', 'holiday pay', 'continuing education opportunities', 'career growth opportunities']","Licensed Mental Health Counselor, Psychology, Social Work, Substance Abuse, Depression, Anxiety, Eating Disorders, Master's or Doctoral Degree, LMFT LMHC LCSW LCSWR License, 4+ Years of Experience, EvidenceBased Treatment Approaches, Cultural Competence, Individual and Group Therapy, Crisis Intervention, Interpersonal and Communication Skills, Electronic Health Record (EHR) Systems, Computer Applications, Professional Boundaries, Ethical Guidelines, Confidentiality, Multidisciplinary Team Collaboration, $70000 to $100000 Salary, Comprehensive Healthcare Benefits, Retirement Savings Plan, Paid Time Off (PTO), Holiday Pay, Continuing Education Opportunities, Career Growth Opportunities, Inclusive and Collaborative Work Environment",70000.0,100000.0,85000.0
